"Notice
Date","Effective
Date","Received
Date",Company,City,County,"No. Of
Employees",Layoff/Closure Type
07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Capitol Casino - Sacramento
Facility",Sacramento,Sacramento County,43,Layoff Permanent
07/17/2020,09/23/2020,07/24/2020,JC Penney,Chino,San Bernardino County,80,Closure Permanent
07/17/2020,08/01/2020,07/24/2020,"West CCRA, LLC dba West Steak and Seafood",Carlsbad,San Diego County,56,Closure Permanent
04/09/2020,04/12/2020,07/24/2020,Scripps Health,Encinitas,San Diego County,31,Layoff Temporary
07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Artichoke Joe's Casino",San Bruno,San Mateo County,124,Layoff Permanent
07/17/2020,09/18/2020,07/24/2020,"Genentech, Inc. and Genentech USA, Inc.",South San Francisco,San Mateo County,474,Layoff Permanent
07/16/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Bay 101 Casino",San Jose,Santa Clara County,99,Layoff Permanent
07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba Casino Club - Redding Facility",Redding,Shasta County,4,Layoff Permanent
07/17/2020,07/17/2020,07/24/2020,"PT Gaming, LLC dba California Grand Casino - Pacheco
Facility",Fairfield,Solano County,34,Layoff Permanent
07/16/2020,09/15/2020,07/24/2020,"Camarillo Harvesting, L.P.",Ventura,Ventura County,161,Layoff Permanent
07/15/2020,07/09/2020,07/24/2020,ASM Global - Oakland,Concord,Contra Costa County,13,Layoff Temporary
03/27/2020,03/20/2020,07/24/2020,Angels Baseball LP,Anaheim,Orange County,1,Closure Type Unknown
06/15/2020,06/12/2020,07/24/2020,"Jacobsen Daniels Enterprise, Inc.",Los Angeles,Los Angeles County,4,Layoff Permanent
07/02/2020,07/02/2020,07/24/2020,Parkwest Casino Lotus,Sacramento,Sacramento County,167,Layoff Temporary
04/22/2020,03/19/2020,07/24/2020,"ALCC, LLC",Santa Barbara,Santa Barbara County,1,Layoff Type Unknown
05/18/2020,06/05/2020,07/24/2020,"Uber Technologies, Inc.",Palo Alto,Santa Clara County,167,Layoff Permanent
03/25/2020,03/20/2020,07/24/2020,Goodwill Industries of San Joaquin-Turlock,Turlock,Stanislaus County,19,Layoff Temporary
03/25/2020,03/20/2020,07/24/2020,Goodwill Industries- San Joaquin,Modesto,Stanislaus County,18,Layoff Temporary
04/22/2020,03/19/2020,07/24/2020,Los Agaves Inc,Oxnard,Ventura County,1,Layoff Type Unknown
07/23/2020,09/21/2020,07/27/2020,AT&T,El Segundo,Los Angeles County,64,Layoff Permanent
04/23/2020,03/24/2020,07/27/2020,"Meribear Productions, Inc. dba Meredith Baer Home",South Gate,Los Angeles County,133,Layoff Temporary
03/30/2020,04/03/2020,07/27/2020,Embassy Suites Irvine,Irvine,Orange County,77,Closure Temporary
04/23/2020,04/23/2020,07/27/2020,Hardin Automotive dba Hardin Buick Pontiac GMC,Anaheim,Orange County,58,Closure Temporary
07/23/2020,07/08/2020,07/27/2020,Johnson hospitality Services Associates LLC,Los Altos,Santa Clara County,46,Layoff Permanent
07/23/2020,07/26/2020,07/27/2020,"Universal City Studios LLC dba Universal Studios
Hollywood",Universal City,Los Angeles County,37,Layoff Temporary
07/23/2020,07/29/2020,07/27/2020,Howmet Aerospace,Fontana,San Bernardino County,152,Layoff Temporary
07/07/2020,07/01/2020,07/27/2020,"Gatan, Inc",Pleasanton,Alameda County,105,Layoff Temporary
07/22/2020,03/25/2020,07/27/2020,Seaside Dining Group - Denny's,Maywood,Los Angeles County,61,Layoff Temporary
04/06/2020,04/06/2020,07/27/2020,"Pacific Dental Services, LLC",Irvine,Orange County,107,Layoff Temporary
07/15/2020,10/02/2020,07/27/2020,Zodiac Pool Systems LLC,"Rancho Santa
Margarita",Orange County,15,Closure Permanent
07/06/2020,08/28/2020,07/27/2020,APL America LLC,Newport Beach,Orange County,44,Layoff Permanent
07/21/2020,09/20/2020,07/27/2020,Gannett Publishing Services/Palm Springs,Palm Springs,Riverside County,36,Layoff Permanent
07/02/2020,07/02/2020,07/27/2020,Parkwest Casino Cordova,Rancho Cordova,Sacramento County,99,Layoff Temporary
07/02/2020,07/02/2020,07/27/2020,"LODI CARDROOM, INC.",Lodi,San Joaquin County,122,Layoff Temporary
07/22/2020,03/25/2020,07/27/2020,"Seaside Dining Group, Inc. - Denny's",San Jose,Santa Clara County,213,Layoff Temporary
07/17/2020,07/17/2020,07/28/2020,"PT Gaming, LLC dba Oak's Card Club - Emeryville
Facility",Emeryville,Alameda County,71,Layoff Permanent
07/17/2020,07/17/2020,07/28/2020,"PT Gaming, LLC dba Diamond Jim's Casino - Rosamund
Facility",Rosamond,Kern County,20,Layoff Permanent
07/20/2020,07/24/2020,07/28/2020,Adventist Health dba AH Delano,Delano,Kern County,71,Layoff Permanent
07/20/2020,06/26/2020,07/28/2020,Oparc,Montclair,San Bernardino County,4,Layoff Temporary
07/20/2020,06/26/2020,07/28/2020,Oparc,San Bernardino,San Bernardino County,32,Layoff Temporary
07/17/2020,08/08/2020,07/28/2020,"Stratasys Direct, Inc.",Poway,San Diego County,71,Layoff Temporary
07/17/2020,07/17/2020,07/28/2020,"PT Gaming, LLC",Manteca,San Joaquin County,94,Layoff Permanent
07/23/2020,06/19/2020,07/28/2020,"Avatar Foods International Inc, dba Global Gourmet
Catering",Saratoga,Santa Clara County,10,Layoff Temporary
07/23/2020,06/30/2020,07/28/2020,"LSI-Silvercreek, LLC.",San Jose,Santa Clara County,139,Layoff Type Unknown
04/02/2020,03/31/2020,07/28/2020,"Dentemploy, Inc.",Fairfield,Solano County,7,Layoff Temporary
04/10/2020,04/10/2020,07/28/2020,"Beta Beauty, LLC",Oxnard,Ventura County,2,Layoff Temporary
04/10/2020,04/10/2020,07/28/2020,"ColourPop Cosmetics, LLC",Oxnard,Ventura County,9,Layoff Permanent
04/10/2020,04/10/2020,07/28/2020,The Spatz Corporation,Oxnard,Ventura County,1,Layoff Temporary
07/28/2020,08/31/2020,07/28/2020,test,West Sacramento,Yolo County,52,Layoff Temporary
03/27/2020,03/27/2020,07/28/2020,Angels Baseball LP Operations,Anaheim,Orange County,1,Layoff Type Unknown
06/26/2020,06/26/2020,07/28/2020,MOCA,Los Angeles,Los Angeles County,5,Closure Temporary
07/23/2020,07/26/2020,07/28/2020,"Mayfield House, LLC dba Mayfield Bakery and Cafe",Palo Alto,Santa Clara County,51,Layoff Permanent
07/06/2020,07/10/2020,07/29/2020,Course At Wente Vineyards,Livermore,Alameda County,48,Layoff Type Unknown
07/06/2020,07/10/2020,07/29/2020,Wente Family Estates,Livermore,Alameda County,331,Closure Temporary
07/23/2020,07/23/2020,07/29/2020,NBCU et al,Universal City,Los Angeles County,24,Layoff Permanent
07/23/2020,07/27/2020,07/29/2020,Honeywell,Torrance,Los Angeles County,260,Layoff Temporary
05/08/2020,04/15/2020,07/29/2020,"Ricoh USA, Inc.",Culver City,Los Angeles County,25,Layoff Temporary
07/07/2020,07/07/2020,07/29/2020,Summit Machine Inc,Ontario,San Bernardino County,41,Layoff Permanent
07/20/2020,07/17/2020,07/29/2020,"Torrid, LLC",Ventura,Ventura County,7,Layoff Temporary
07/24/2020,09/24/2020,07/29/2020,Fairmont San Francisco,San Francisco,San Francisco County,511,Layoff Temporary
07/15/2020,10/01/2020,07/29/2020,"American Airlines, Inc. - Oakland International Airport",Oakland,Alameda County,378,Layoff Temporary
07/15/2020,10/01/2020,07/29/2020,"American Airlines, Inc. - Los Angeles International Airport",Los Angeles,Los Angeles County,"1,890",Layoff Temporary
07/15/2020,10/01/2020,07/29/2020,"American Airlines, Inc. - San Francisco International
Airport",San Francisco,San Francisco County,378,Layoff Temporary
07/07/2020,07/07/2020,07/30/2020,Applebee's Neithborhood Bar and Grill,Chatsworth,Los Angeles County,51,Layoff Temporary
07/24/2020,09/24/2020,07/30/2020,"Crescent Resorts & Hotels, LLC dba Four Points by
Sheraton LAX",Los Angeles,Los Angeles County,28,Closure Permanent
07/17/2020,09/30/2020,07/30/2020,Western Automotive Group LLC dba Big O Tires,Newport Beach,Orange County,5,Closure Permanent
07/24/2020,07/28/2020,07/30/2020,Hakkasan Holdings LLC dba Hakkasan Group,San Diego,San Diego County,36,Layoff Temporary
07/28/2020,07/24/2020,07/30/2020,"In-Shape Health Clubs, LLC",Stockton,San Joaquin County,20,Closure Temporary
07/28/2020,07/28/2020,07/30/2020,"Fujitsu Network Communications, Inc.",Sunnyvale,Santa Clara County,70,Layoff Permanent
05/08/2020,04/13/2020,07/30/2020,"Ricoh USA, Inc.",Camarillo,Ventura County,9,Layoff Temporary
07/24/2020,05/01/2020,07/30/2020,SAG-AFTRA,Los Angeles,Los Angeles County,60,Layoff Permanent
07/27/2020,07/02/2020,07/30/2020,"Ross Stores, Inc",El Centro,Imperial County,153,Layoff Temporary
07/16/2020,09/14/2020,07/30/2020,"Camarillo Harvesting, LP",Spreckels,Monterey County,161,Layoff Permanent
07/28/2020,07/15/2020,07/30/2020,"Dolphin California Management and Oasis Outsourcing,
Inc. dba Westin Mission Hills Hotel",Rancho Mirage,Riverside County,314,Layoff Temporary
07/27/2020,10/02/2020,07/30/2020,"Spectra Premium, Inc. - Distribution Center",Redlands,San Bernardino County,63,Closure Permanent
07/27/2020,07/13/2020,07/30/2020,"A & M Administration, LLC dba Charlotte Russe",Modesto,Stanislaus County,8,Closure Temporary
07/06/2020,07/10/2020,07/31/2020,"Cresta Blanca Golf, LLC",Livermore,Alameda County,48,Closure Temporary
07/07/2020,09/27/2020,07/31/2020,Transform SR LLC - 01248,Hayward,Alameda County,83,Closure Permanent
07/07/2020,09/27/2020,07/31/2020,Transform SR LLC - 06771,Hayward,Alameda County,7,Closure Permanent
07/24/2020,06/30/2020,07/31/2020,Doubletree by Hilton dba Doubletree San Pedro,San Pedro,Los Angeles County,108,Layoff Permanent
07/24/2020,07/15/2020,07/31/2020,YMCA of the Foothills,La Canada Flintridge,Los Angeles County,54,Layoff Temporary
05/21/2020,05/22/2020,07/31/2020,"Hawaiian Host Candies of L.A., Inc",Gardena,Los Angeles County,67,Layoff Temporary
07/07/2020,09/27/2020,07/31/2020,Transform SR LLC - 01688,Salinas,Monterey County,85,Closure Permanent
07/07/2020,09/27/2020,07/31/2020,Transform SR LLC - 06518,Salinas,Monterey County,7,Closure Permanent
07/07/2020,07/07/2020,07/31/2020,Applebee's Grill and Bar,Moreno Valley,Riverside County,56,Layoff Temporary
07/30/2020,09/30/2020,07/31/2020,Philips Image Guided Therapy Corporation,Rancho Cordova,Sacramento County,120,Layoff Permanent
07/01/2020,07/01/2020,07/31/2020,Fairmont Grand Del Mar,San Diego,San Diego County,153,Layoff Permanent
07/29/2020,07/23/2020,07/31/2020,"Checkr, Inc.",San Francisco,San Francisco County,50,Layoff Permanent
07/27/2020,06/22/2020,07/31/2020,Flex,Milpitas,Santa Clara County,36,Layoff Permanent
07/27/2020,06/22/2020,07/31/2020,Flex,San Jose,Santa Clara County,42,Layoff Permanent
07/29/2020,07/31/2020,07/31/2020,"Bright Event Rentals, LLC",Sonoma,Sonoma County,70,Layoff Temporary
07/24/2020,09/30/2020,07/31/2020,WWL Vehicle Services Americas,Oxnard,Ventura County,99,Layoff Permanent
07/24/2020,09/25/2020,07/31/2020,"ConXtech, Inc",Hayward,Alameda County,61,Closure Permanent
07/02/2020,07/01/2020,07/31/2020,Hollywood Park Casino Company,Inglewood,Los Angeles County,584,Layoff Temporary
04/17/2020,04/17/2020,07/31/2020,Inspire Communites,Rancho Cordova,Sacramento County,5,Closure Permanent
07/10/2020,07/10/2020,07/31/2020,"Andre_Boudin Bakeries, Inc. dba Boudin",San Francisco,San Francisco County,1,Layoff Temporary
07/10/2020,07/10/2020,07/31/2020,"Andre_Boudin Bakeries, Inc. dba Boudin",San Francisco,San Francisco County,5,Layoff Permanent
07/31/2020,07/10/2020,08/03/2020,"Wente Bros., a California Corporation",Livermore,Alameda County,331,Layoff Type Unknown
07/10/2020,07/10/2020,08/03/2020,"Designed Metal Connection, Inc",Gardena,Los Angeles County,96,Layoff Temporary
07/31/2020,07/03/2020,08/03/2020,TAO LA,Los Angeles,Los Angeles County,60,Layoff Temporary
07/31/2020,07/15/2020,08/03/2020,Live Nation,Los Angeles,Los Angeles County,1,Layoff Temporary
07/30/2020,08/15/2020,08/03/2020,NatureBridge at Golden Gate,Sausalito,Marin County,39,Layoff Permanent
07/30/2020,08/15/2020,08/03/2020,NatureBridge at Yosemite,Yosemite National Park,Mariposa County,45,Layoff Permanent
07/31/2020,07/05/2020,08/03/2020,Live Nation dba House of Blues Anaheim,Anaheim,Orange County,2,Layoff Temporary
07/29/2020,09/30/2020,08/03/2020,Meggitt Inc.,Irvine,Orange County,16,Layoff Permanent
07/30/2020,09/30/2020,08/03/2020,Martin Rubber Corporation,La Habra,Orange County,19,Layoff Permanent
06/23/2020,06/23/2020,08/03/2020,"WASH Laundry Systems, Inc.",San Diego,San Diego County,1,Layoff Permanent
04/24/2020,05/04/2020,08/03/2020,BYTON North America Corporation,Santa Clara,Santa Clara County,345,Layoff Temporary
07/03/2020,07/03/2020,08/03/2020,Wyndham San Diego Bayside,San Diego,San Diego County,88,Layoff Temporary
07/29/2020,10/01/2020,08/03/2020,"Alaska Airlines, Inc. - San Francisco International Airport",San Francisco,San Francisco County,603,Layoff Permanent
07/29/2020,10/01/2020,08/03/2020,"Alaska Airlines, Inc. - San Jose International Airport",San Jose,Santa Clara County,48,Layoff Permanent
07/30/2020,07/30/2020,08/03/2020,YMCA of the East Bay,Albany,Alameda County,66,Layoff Permanent
07/30/2020,07/30/2020,08/03/2020,YMCA of the East Bay,Berkeley,Alameda County,224,Layoff Permanent
07/14/2020,07/15/2020,08/03/2020,Integer Inc. dba Salons by JC,San Diego,San Diego County,1,Closure Temporary
07/02/2020,07/01/2020,08/03/2020,Hilton Grand Vacations,Carlsbad,San Diego County,35,Layoff Temporary
07/29/2020,07/28/2020,08/03/2020,ASM Global - Moscone Center,San Francisco,San Francisco County,18,Layoff Temporary
04/24/2020,03/20/2020,08/03/2020,"Doubletree Employer LLC DBA Doubletree Hotels San
Francisco-Airport",Burlingame,San Mateo County,87,Layoff Temporary
03/26/2020,03/19/2020,08/03/2020,"Kazalli Holdings, DBA Ballard Inn & Gathering Table",Ballard,Santa Barbara County,33,Closure Temporary
04/27/2020,04/27/2020,08/04/2020,Centric Brands Inc.,Los Angeles,Los Angeles County,2,Layoff Temporary
07/31/2020,07/31/2020,08/04/2020,"Aeroflite Enterprises, Inc.",Brea,Orange County,33,Closure Permanent
04/24/2020,04/19/2020,08/04/2020,Burlington Distribution Corp.,San Bernardino,San Bernardino County,96,Closure Temporary
07/24/2020,09/27/2020,08/04/2020,"Ulta Salon, Cosmetics & Fragrance, Inc. dba Ulta Beauty",La Jolla,San Diego County,29,Layoff Permanent
07/31/2020,08/07/2020,08/04/2020,Maderas Partners/Maderas Golf Club,Poway,San Diego County,29,Layoff Permanent
07/30/2020,09/29/2020,08/04/2020,Collins Aerospace,Chula Vista,San Diego County,115,Layoff Permanent
07/29/2020,08/28/2020,08/04/2020,Safran Seats,Santa Maria,Santa Barbara County,94,Layoff Permanent
07/31/2020,10/01/2020,08/04/2020,ADM Company,Modesto,Stanislaus County,404,Closure Permanent
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - Oakland International Airport,Oakland,Alameda County,5,Layoff Temporary
07/30/2020,09/30/2020,08/04/2020,Centerra International Inc.,Pasadena,Los Angeles County,95,Layoff Permanent
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - Los Angeles International Airport,Los Angeles,Los Angeles County,70,Layoff Temporary
04/24/2020,03/23/2020,08/04/2020,Beverly Wilshire Hotel,Beverly Hills,Los Angeles County,772,Closure Temporary
07/24/2020,07/31/2020,08/04/2020,Marriott Laguna Cliffs Resort,Dana Point,Orange County,119,Layoff Permanent
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - Sacramento International Airport,Sacramento,Sacramento County,2,Layoff Temporary
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - San Diego International Airport,San Diego,San Diego County,2,Layoff Temporary
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - San Francisco International Airport,San Francisco,San Francisco County,4,Layoff Temporary
07/29/2020,10/01/2020,08/04/2020,"Hawaiian Airlines - Norman Y. Mineta San Jose
International Airport",San Jose,Santa Clara County,1,Layoff Temporary
07/31/2020,07/23/2020,08/04/2020,Embassy Suites by Hilton LAX South,El Segundo,Los Angeles County,104,Layoff Temporary
07/31/2020,07/31/2020,08/04/2020,"Claremont Tennis Club dba The Claremont Club and
Ambiance Day Spa and Salon",Claremont,Los Angeles County,250,Closure Permanent
07/31/2020,03/20/2020,08/04/2020,Embassy Suites Employer LLC,South San Francisco,San Mateo County,84,Layoff Temporary
07/31/2020,09/13/2020,08/04/2020,The Province,San Jose,Santa Clara County,113,Layoff Temporary
07/06/2020,07/10/2020,08/05/2020,"Thyssenkrupp Materials, LLC",Santa Fe Springs,Los Angeles County,38,Layoff Permanent
07/21/2020,07/21/2020,08/05/2020,"RWL Restaurant Group, Inc. dba Kitchen 86",Palm Desert,Riverside County,60,Closure Permanent
07/31/2020,09/01/2020,08/05/2020,The Arc of San Diego,San Diego,San Diego County,120,Layoff Temporary
07/31/2020,10/01/2020,08/05/2020,Archer-Daniels-Midland Company (ADM),Lodi,San Joaquin County,116,Closure Permanent
04/27/2020,04/27/2020,08/05/2020,Compass,San Jose,Santa Clara County,22,Layoff Permanent
07/30/2020,09/30/2020,08/05/2020,"PetIQ, Inc.",Windsor,Sonoma County,55,Closure Permanent
04/03/2020,04/13/2020,08/05/2020,Quest Diagnostics,Woodland,Yolo County,3,Layoff Temporary
04/27/2020,04/01/2020,08/05/2020,Veritiv Operating Company,Downey,Los Angeles County,58,Layoff Temporary
08/03/2020,10/05/2020,08/05/2020,"Piedmont Airlines, Inc. - John Wayne Airport",Santa Ana,Orange County,77,Closure Permanent
07/27/2020,10/01/2020,08/05/2020,"United Ground Express, Inc.",Palm Springs,Riverside County,76,Layoff Temporary
07/31/2020,09/01/2020,08/05/2020,"Duty Free North America &ndash; San Francisco
International Airport",San Francisco,San Francisco County,119,Layoff Temporary
07/27/2020,07/15/2020,08/05/2020,Sheraton Park Hotel at the Anaheim Resort,Anaheim,Orange County,17,Layoff Permanent
08/03/2020,09/15/2020,08/06/2020,Monrovia Recycling Center,Monrovia,Los Angeles County,6,Closure Permanent
08/03/2020,10/02/2020,08/06/2020,"Johnson & Johnson Consumer, Inc.",Los Angeles,Los Angeles County,58,Closure Permanent
04/21/2020,04/27/2020,08/06/2020,"Scripps Health dba Scripps Mercy Hospital, Chula Vista",Chula Vista,San Diego County,64,Layoff Temporary
08/02/2020,08/02/2020,08/06/2020,"Prime Time Athletic Club, Inc.",Burlingame,San Mateo County,64,Closure Temporary
07/27/2020,07/27/2020,08/06/2020,Epicurean Group,Santa Rosa,Sonoma County,10,Layoff Permanent
07/31/2020,08/01/2020,08/06/2020,California Lutheran University,Thousand Oaks,Ventura County,36,Layoff Temporary
07/08/2020,05/02/2020,08/06/2020,Sheraton San Diego,San Diego,San Diego County,235,Layoff Temporary
04/09/2020,04/09/2020,08/06/2020,"Lehigh Southwest Cement Company-Lehigh Hanson
ServicesLLC-Cupertino Permanente Plant",Cupertino,Santa Clara County,179,Layoff Temporary
04/29/2020,03/18/2020,08/07/2020,Hilton Los Angeles Airport- Fortuna Enterprises,Los Angeles,Los Angeles County,361,Layoff Temporary
04/29/2020,04/29/2020,08/07/2020,"R.A. Phillips Industries, Inc.",Santa Fe Springs,Los Angeles County,68,Layoff Temporary
08/03/2020,08/14/2020,08/07/2020,"Dariotis Group Restaurants dba The Old Spaghetti
Factory",Redwood City,San Mateo County,32,Layoff Permanent
08/06/2020,07/25/2020,08/07/2020,"BPR Properties Management, LLC dba BPR HOTELS,
Hotel Paradox, Autograph Collection",Santa Cruz,Santa Cruz County,82,Layoff Permanent
08/03/2020,10/05/2020,08/07/2020,Marathon Petroleum Company LP,Martinez,Contra Costa County,702,Layoff Permanent
08/03/2020,08/01/2020,08/07/2020,"ADESA California, LLC",Rio Linda,Sacramento County,147,Layoff Type Unknown
08/03/2020,05/31/2020,08/07/2020,Argonaut Hotel,San Francisco,San Francisco County,138,Layoff Type Unknown
08/03/2020,05/31/2020,08/07/2020,"Hotel Zoe, Fisherman's Wharf",San Francisco,San Francisco County,68,Layoff Type Unknown
08/05/2020,07/25/2020,08/07/2020,"BPR Properties Management, LLC dba BPR HOTELS,
Crowne Plaza Cabana Hotel",Palo Alto,Santa Clara County,63,Layoff Permanent
06/12/2020,06/16/2020,08/10/2020,True World Foods San Francisco LLC,San Leandro,Alameda County,29,Layoff Permanent
08/03/2020,06/30/2020,08/10/2020,McStarlite Company,Harbor City,Los Angeles County,107,Layoff Type Unknown
08/03/2020,07/31/2020,08/10/2020,Shultz Steel Company,South Gate,Los Angeles County,120,Layoff Permanent
