Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure
04/09/2020,04/09/2020,04/27/2020,"Lehigh Southwest Cement Company-Lehigh Hanson ServicesLLC-
Cupertino Permanente
Plant",Cupertino,Santa Clara County,133,Layoff Temporary
04/08/2020,03/17/2020,04/27/2020,Anning-Johnson Company-Facebook,Sunnyvale,Santa Clara County,25,Layoff Temporary
04/08/2020,03/17/2020,04/27/2020,Anning-Johnson Company-Western Digital,San Jose,Santa Clara County,2,Layoff Temporary
04/03/2020,04/03/2020,04/27/2020,"Enterprise Rent-A-Car Co of San Francisco, LLC",San Jose,Santa Clara County,44,Layoff Unknown at this time
04/14/2020,04/17/2020,04/27/2020,"Lehigh Southwest Cement Company-Lehigh Hanso Serives, LLC-Redding
Plant",Redding,Shasta County,109,Layoff Temporary
04/07/2020,04/03/2020,04/27/2020,Paradies Lagardere-Taste Inc.,Oakland,Alameda County,15,Layoff Temporary
04/15/2020,04/15/2020,04/27/2020,"Ruelas Enterprises dba Editorial Renuevo, LLC and Signature
Equipovision, LLC",Fresno,Fresno County,34,Layoff Permanent
04/15/2020,04/17/2020,04/27/2020,"Connected Apparel Company, LLC",Commerce,Los Angeles County,91,Layoff Temporary
04/15/2020,04/20/2020,04/27/2020,DFS Group L.P.,Torrance,Los Angeles County,50,Layoff Temporary
04/13/2020,04/13/2020,04/27/2020,"Caledonian, Inc.",Los Angeles,Los Angeles County,166,Layoff Temporary
04/15/2020,04/12/2020,04/27/2020,Zara,Rancho Cucamonga,San Bernardino County,19,Closure Temporary
04/13/2020,03/16/2020,04/27/2020,"George's At the Cove, Inc.",La Jolla,San Diego County,191,Closure Temporary
04/15/2020,04/10/2020,04/27/2020,Safran Cabin,Santa Maria,Santa Barbara County,509,Layoff Temporary
04/13/2020,03/31/2020,04/25/2020,GBS Linens,Hayward,Alameda County,11,Layoff Temporary
04/14/2020,04/14/2020,04/25/2020,Mercedes Benz of Beverly Hills,Beverly Hills,Los Angeles County,95,Layoff Temporary
04/14/2020,04/08/2020,04/25/2020,Adventist Health Physicians Network,Glendale,Los Angeles County,8,Layoff Permanent
04/10/2020,04/14/2020,04/25/2020,"SPS Technologies, LLC dba PB Fasteners",Gardena,Los Angeles County,66,Layoff Temporary
04/10/2020,04/10/2020,04/25/2020,"SPS Technologies, LLC dba PB Fasteners",Gardena,Los Angeles County,25,Layoff Permanent
04/01/2020,03/16/2020,04/25/2020,El Cholo Santa Monica,Santa Monica,Los Angeles County,66,Layoff Temporary
04/13/2020,03/31/2020,04/25/2020,GBA Linens,Anaheim,Orange County,116,Layoff Temporary
04/10/2020,04/13/2020,04/25/2020,Auxitrol Weston USA,Buena Park,Orange County,53,Layoff Temporary
04/14/2020,04/14/2020,04/25/2020,Miller Automotive Group dba Group 1 Automotive,Anaheim,Orange County,79,Layoff Temporary
04/06/2020,04/08/2020,04/25/2020,JC Resorts dba Cathedral Canyon Golf Club,Cathedral City,Riverside County,6,Layoff Temporary
04/13/2020,03/23/2020,04/25/2020,LHM CTO aka Larry H. Miller Toyota Corona,Corona,Riverside County,54,Layoff Permanent
04/14/2020,04/15/2020,04/25/2020,"The Salvation Arm, a California Corporation",Perris,Riverside County,53,Layoff Temporary
04/14/2020,04/14/2020,04/25/2020,Folsom Lake Toyota,Folsom,Sacramento County,110,Layoff Temporary
04/10/2020,03/18/2020,04/25/2020,"Hornblower Yachts, LLC",Sacramento,Sacramento County,16,Layoff Temporary
04/09/2020,04/05/2020,04/25/2020,IGT,San Bernardino,San Bernardino County,40,Layoff Temporary
04/14/2020,04/14/2020,04/25/2020,"Artic Services, LLC DBA Artic Mechanical",Rancho Cucamonga,San Bernardino County,145,Layoff Permanent
03/27/2020,03/24/2020,04/25/2020,"USA Cinema Services, LLC. dba Cinepolis USA",San Diego,San Diego County,156,Layoff Temporary
04/14/2020,03/20/2020,04/25/2020,San Diego Yacht Club,San Diego,San Diego County,76,Closure Temporary
04/14/2020,04/15/2020,04/25/2020,The Salvation Army,San Diego,San Diego County,68,Layoff Temporary
04/10/2020,03/30/2020,04/25/2020,Versaform Corp. dba LMI Aerospace,Vista,San Diego County,19,Layoff Temporary
04/09/2020,04/05/2020,04/25/2020,IGT Global People Services,San Diego,San Diego County,40,Layoff Temporary
04/14/2020,04/15/2020,04/25/2020,"The Salvation Army, a California Corporation",San Francisco,San Francisco County,55,Layoff Temporary
04/14/2020,04/14/2020,04/25/2020,Aura Financial Corporation,San Francisco,San Francisco County,48,Layoff Temporary
03/30/2020,03/31/2020,04/25/2020,"SLO Brewing Co, LLC",San Luis Obispo,San Luis Obispo County,107,Layoff Temporary
03/30/2020,03/31/2020,04/25/2020,SLO Pub LLC,San Luis Obispo,San Luis Obispo County,63,Closure Temporary
04/03/2020,03/14/2020,04/25/2020,"Pac-12 Enterprises, dba Pac-12 Networks",Stanford,Santa Clara County,70,Layoff Temporary
03/27/2020,03/29/2020,04/25/2020,"F21 OpCo, LLC dba Forever 21",Santa Rosa,Sonoma County,42,Closure Temporary
03/27/2020,03/24/2020,04/25/2020,"USA Cinema Services, LLC. dba Cinepolis",Thousand Oaks,Ventura County,31,Layoff Temporary
03/27/2020,03/29/2020,04/25/2020,"F21 Op Co, LLC dba Forever 21",Camarillo,Ventura County,70,Closure Temporary
04/10/2020,04/13/2020,04/25/2020,Brasseler USA,Ventura,Ventura County,11,Layoff Temporary
04/14/2020,04/13/2020,04/25/2020,"Beta Beauty, LLC",Oxnard,Ventura County,24,Layoff Permanent
04/14/2020,04/13/2020,04/25/2020,"ColourPop Cosmetics, LLC",Oxnard,Ventura County,33,Layoff Permanent
04/14/2020,04/13/2020,04/25/2020,The Spatz Corporation,Oxnard,Ventura County,12,Layoff Permanent
04/02/2020,04/01/2020,04/25/2020,"Visions Treatment Centers, LLC",Thousand Oaks,Ventura County,6,Layoff Permanent
04/08/2020,04/08/2020,04/25/2020,Alamo Rent & National Car Rental,Burbank,Los Angeles County,12,Layoff Temporary
04/14/2020,03/20/2020,04/25/2020,"FreshPoint Southern California, Inc.",La Puente,Los Angeles County,152,Layoff Permanent
04/15/2020,05/03/2020,04/25/2020,Duty Free North America,Los Angeles,Los Angeles County,282,Layoff Temporary
04/14/2020,04/16/2020,04/25/2020,Handlery Hotel San Diego,San Diego,San Diego County,114,Layoff Temporary
04/14/2020,04/21/2020,04/25/2020,Watsonville Community Hospital,Watsonville,Santa Cruz County,22,Layoff Temporary
04/10/2020,04/16/2020,04/25/2020,"Scott's Jack London Seafood, Inc.",Oakland,Alameda County,116,Closure Permanent
04/10/2020,03/16/2020,04/25/2020,"Scott's Seafood Grill & Bar (Walnut Creek), Inc.",Walnut Creek,Contra Costa County,145,Closure Permanent
04/09/2020,03/20/2020,04/25/2020,Bright Horizons at Bishop Ranch,San Ramon,Contra Costa County,44,Layoff Temporary
04/09/2020,03/20/2020,04/25/2020,Bright Horizons at Ocean Park,Santa Monica,Los Angeles County,53,Layoff Temporary
03/20/2020,03/20/2020,04/25/2020,Seidner Enterprises LLC dba Bert's Mega Mall,Covina,Los Angeles County,148,Layoff Temporary
04/08/2020,03/17/2020,04/25/2020,"Ra Sushi Tustin Corp, dba Ra Sushi",Tustin,Orange County,46,Layoff Temporary
04/08/2020,03/15/2020,04/25/2020,Knighted Ventures,Rancho Cordova,Sacramento County,135,Layoff Temporary
04/10/2020,04/10/2020,04/25/2020,"First Step Staffing/Employment Managment Solutions, LP",Ontario,San Bernardino County,29,Layoff Temporary
03/19/2020,03/17/2020,04/25/2020,"Shelter Island Inc, dba Bali Hai Restaurant- Tom Ham's Lighthouse",San Diego,San Diego County,216,Layoff Temporary
04/09/2020,03/20/2020,04/25/2020,Bright Horizons at Kansas Street,San Francisco,San Francisco County,51,Layoff Temporary
03/30/2020,04/06/2020,04/25/2020,"Western Dental Services, Inc",San Francisco,San Francisco County,33,Layoff Temporary
04/14/2020,04/15/2020,04/25/2020,"URS Midwest Inc., dba United Road Services",Stockton,San Joaquin County,47,Layoff Temporary
04/04/2020,04/04/2020,04/25/2020,"Davis Development Company, Inc.",Santa Clara,Santa Clara County,190,Layoff Temporary
04/08/2020,03/14/2020,04/25/2020,"Knighted Ventures, LLC",Ventura,Ventura County,44,Layoff Temporary
03/30/2020,04/06/2020,04/25/2020,"Western Dental Services, Inc.",Oxnard,Ventura County,53,Layoff Temporary
04/14/2020,04/15/2020,04/25/2020,URS Midwest Inc. dba United Road Services,Oxnard,Ventura County,65,Layoff Temporary
04/10/2020,03/16/2020,04/24/2020,Roofworks & Construction,Concord,Contra Costa County,21,Layoff Temporary
04/03/2020,04/03/2020,04/24/2020,Clinica Sierra Vista,Bakersfield,Kern County,45,Layoff Permanent
03/20/2020,03/18/2020,04/24/2020,Madre! Oaxacan Restaurant and Mezcaleria,Torrance,Los Angeles County,53,Closure Temporary
04/09/2020,04/06/2020,04/24/2020,Rolling Hills Country Club,Rolling Hills Estates,Los Angeles County,126,Layoff Temporary
04/09/2020,06/08/2020,04/24/2020,Adventist Health White Memorial,Los Angeles,Los Angeles County,3,Layoff Permanent
04/10/2020,06/09/2020,04/24/2020,Utility Trailer Manufacturing Company,Rowland Heights,Los Angeles County,101,Layoff Permanent
04/10/2020,04/10/2020,04/24/2020,"Summit Hospitality Corp., dba Luxe Sunset Boulevard Hotel",Los Angeles,Los Angeles County,104,Layoff Temporary
04/10/2020,04/10/2020,04/24/2020,"Galpin Motors, Inc.",Van Nuys,Los Angeles County,69,Layoff Temporary
04/07/2020,04/07/2020,04/24/2020,"MBPO, LLC dba Manhattan Beach Post",Manhattan Beach,Los Angeles County,74,Layoff Temporary
04/07/2020,04/07/2020,04/24/2020,"Arthur J, LLC dba The Arthur J",Manhattan Beach,Los Angeles County,57,Layoff Temporary
04/07/2020,04/07/2020,04/24/2020,"Simmzy's LLC - LB, dba Simmzy's",Long Beach,Los Angeles County,55,Layoff Temporary
04/07/2020,04/07/2020,04/24/2020,"Simmzy's LLC, dba Lil' Simmzy's",El Segundo,Los Angeles County,20,Layoff Temporary
04/07/2020,04/07/2020,04/24/2020,"Simmzy's LLC-MB, dba Simmzy's",Manhattan Beach,Los Angeles County,36,Layoff Temporary
04/07/2020,04/07/2020,04/24/2020,"Simmzy's LLC-VB, dba Simmzy's",Marina Del Rey,Los Angeles County,23,Layoff Temporary
04/08/2020,03/31/2020,04/24/2020,"Rag & Bone Industries, LLC",Venice,Los Angeles County,6,Layoff Temporary
04/08/2020,03/14/2020,04/24/2020,"Rag & Bone Industries, LLC",Los Angeles,Los Angeles County,36,Layoff Temporary
04/07/2020,04/07/2020,04/24/2020,"TRB, LLC dba Tin Roof Bistro",Manhattan Beach,Los Angeles County,91,Layoff Temporary
03/31/2020,03/31/2020,04/24/2020,Lakeshore Equipment Company d/b/a Lakeshore Learning Materials,Carson,Los Angeles County,251,Layoff Temporary
04/01/2020,04/02/2020,04/24/2020,Electro Rent,West Hills,Los Angeles County,16,Layoff Temporary
04/07/2020,04/07/2020,04/24/2020,"Simmzy's LLC - HB, dba Simmzy's",Huntington Beach,Orange County,40,Layoff Temporary
04/01/2020,03/16/2020,04/24/2020,"Hecho En Mexico, LLC",Newport Beach,Orange County,10,Layoff Temporary
04/01/2020,03/16/2020,04/24/2020,"CEBARK, Inc. - El Cholo La Habra",La Habra,Orange County,71,Layoff Temporary
04/01/2020,03/16/2020,04/24/2020,"DARRON, LLC - Louie's By The Bay",Newport Beach,Orange County,42,Layoff Temporary
04/08/2020,04/11/2020,04/24/2020,Panasonic Avionics Corporation,Lake Forest,Orange County,223,Layoff Permanent
04/08/2020,04/13/2020,04/24/2020,SPS Technologies LLC dba Air Industries Company,Garden Grove,Orange County,534,Layoff Temporary
04/13/2020,04/11/2020,04/24/2020,Boot Barn,Irvine,Orange County,111,Layoff Temporary
03/17/2020,04/09/2020,04/24/2020,"Fitness 19 CA 278, LLC",Menifee,Riverside County,47,Layoff Temporary
03/17/2020,04/09/2020,04/24/2020,"Fitness 19 CA 297, LLC",Murrieta,Riverside County,68,Layoff Temporary
03/17/2020,04/09/2020,04/24/2020,"Fitness 19 CA 302, LLC",Temecula,Riverside County,52,Layoff Temporary
04/10/2020,04/16/2020,04/24/2020,Parker Palm Springs LLC,Palm Springs,Riverside County,166,Layoff Temporary
03/25/2020,03/17/2020,04/24/2020,"California Family Health, LLC dba California Family Fitness",Sacramento,Sacramento County,94,Layoff Temporary
03/31/2020,04/03/2020,04/24/2020,John's Incredible Pizza Company,Victorville,San Bernardino County,62,Layoff Temporary
04/11/2020,04/14/2020,04/24/2020,AIO Acquisition Inc.,Ontario,San Bernardino County,5,Layoff Permanent
04/10/2020,04/04/2020,04/24/2020,"Best Buy Health, Inc. DBA GreatCall",Carlsbad,San Diego County,75,Layoff Temporary
04/10/2020,04/04/2020,04/24/2020,"Best Buy Health, Inc. DBA GreatCall",San Diego,San Diego County,2,Layoff Temporary
03/31/2020,03/27/2020,04/24/2020,"LEGOLAND California LLC, dba LEGOLAND California Resort",Carlsbad,San Diego County,1810,Closure Temporary
04/08/2020,04/08/2020,04/24/2020,"WeWork Companies, Inc. dba WeWork",San Francisco,San Francisco County,74,Layoff Permanent
04/06/2020,03/27/2020,04/24/2020,Residence Inn by Marriott San Mateo,San Mateo,San Mateo County,10,Layoff Temporary
04/13/2020,04/13/2020,04/24/2020,Zoox,Foster City,San Mateo County,87,Layoff Permanent
04/10/2020,04/10/2020,04/24/2020,"See's Candies, Inc.",South San Francisco,San Mateo County,43,Closure Temporary
04/09/2020,04/06/2020,04/24/2020,"Guitar Center, Inc",Westlake Village,Ventura County,175,Layoff Temporary
04/10/2020,03/17/2020,04/24/2020,Bay Area Sports Catering,Oakland,Alameda County,354,Layoff Temporary
04/10/2020,03/17/2020,04/24/2020,Oakland Athletics,Oakland,Alameda County,12,Layoff Temporary
04/13/2020,03/17/2020,04/24/2020,Performance Contracting Inc.,Livermore,Alameda County,81,Layoff Temporary
06/25/2020,03/24/2020,04/24/2020,thyssenkrupp Supply Chain Services,Livermore,Alameda County,421,Layoff Temporary
04/08/2020,03/13/2020,04/24/2020,Student Transportation of America-Mission School Transportation,Long Beach,Los Angeles County,56,Layoff Temporary
04/08/2020,03/13/2020,04/24/2020,Student Transportation of America-Mission School Transportation,Los Angeles,Los Angeles County,253,Layoff Temporary
04/08/2020,04/08/2020,04/24/2020,Alamo Rent A Car & National Car Rental,Ontario,San Bernardino County,41,Layoff Temporary
03/24/2020,03/31/2020,04/24/2020,"U Gym, LLC",San Diego,San Diego County,31,Layoff Temporary
03/24/2020,03/31/2020,04/24/2020,"U Gym, LLC UFC GYM Club",San Diego,San Diego County,31,Layoff Temporary
04/03/2020,04/04/2020,04/24/2020,Crestline Hotels & Resorts dba Marriott Fisherman's Wharf,San Francisco,San Francisco County,130,Layoff Temporary
03/24/2020,03/31/2020,04/24/2020,"U Gym, LLC dba UFC GYM Club",Sunnyvale,Santa Clara County,110,Layoff Temporary
04/02/2020,04/03/2020,04/24/2020,"Carters Retail, Inc.",Livermore,Alameda County,35,Layoff Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1071,San Leandro,Alameda County,48,Closure Temporary
04/09/2020,04/07/2020,04/24/2020,Brilliant General Maintenance,Fremont,Alameda County,110,Layoff Temporary
04/01/2020,03/31/2020,04/24/2020,Bridges Restaurant LP,Danville,Contra Costa County,65,Layoff Temporary
04/10/2020,04/10/2020,04/24/2020,Fresno Surgical Hospital,Fresno,Fresno County,52,Layoff Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1077,Torrance,Los Angeles County,58,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1083,Downey,Los Angeles County,70,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1096,Lancaster,Los Angeles County,57,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1106,Lakewood,Los Angeles County,49,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1029,North Hollywood,Los Angeles County,72,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #745,Compton,Los Angeles County,82,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #573,Inglewood,Los Angeles County,74,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1176,Hawthorne,Los Angeles County,61,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1058,Carson,Los Angeles County,52,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1112,Porter Ranch,Los Angeles County,53,Closure Temporary
04/09/2020,03/18/2020,04/24/2020,Bright Horizons Children's Center_Burbank,Glendale,Los Angeles County,49,Layoff Temporary
04/09/2020,04/20/2020,04/24/2020,Bright Horizon Children's Center (dba Launching Pad),Redondo Beach,Los Angeles County,62,Layoff Temporary
03/24/2020,03/19/2020,04/24/2020,"Areas USA, Inc",Los Angeles,Los Angeles County,512,Layoff Temporary
04/13/2020,03/17/2020,04/24/2020,Old Fisherman's Grotto,Monterey,Monterey County,78,Layoff Temporary
04/10/2020,04/20/2020,04/24/2020,Oakley Inc,Foothill Ranch,Orange County,942,Layoff Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1129,Brea,Orange County,40,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1196,La Habra,Orange County,53,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1200,Seal Beach,Orange County,43,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #596,Santa Ana,Orange County,65,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1125,Roseville,Placer County,40,Closure Temporary
03/24/2020,03/24/2020,04/24/2020,Desert Hot Springs Spa Hotel,Desert Hot Springs,Riverside County,1,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1109,Perris,Riverside County,46,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1136,Indio,Riverside County,58,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #748,Murrieta,Riverside County,80,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #756,Corona,Riverside County,76,Closure Temporary
04/02/2020,04/03/2020,04/24/2020,"Carters Retail, Inc",Cabazon,Riverside County,36,Layoff Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #581,Citrus Heights,Sacramento County,49,Closure Temporary
03/19/2020,03/20/2020,04/24/2020,Heights Christian Schools,Chino Hills,San Bernardino County,38,Layoff Temporary
04/10/2020,04/10/2020,04/24/2020,"Cal Cartage Warehousing & Transloading, LLC",Ontario,San Bernardino County,84,Layoff Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1045,Rialto,San Bernardino County,67,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1069,Upland,San Bernardino County,49,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1117,El Cajon,San Diego County,83,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1169,National City,San Diego County,76,Closure Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1174,Oceanside,San Diego County,40,Closure Temporary
04/08/2020,03/27/2020,04/24/2020,"Surgery Center of California, LLC",Chula Vista,San Diego County,17,Layoff Temporary
04/02/2020,03/17/2020,04/24/2020,Phil's BBQ,San Diego,San Diego County,341,Layoff Temporary
04/09/2020,04/13/2020,04/24/2020,Aerospace Jet Products,San Diego,San Diego County,110,Layoff Temporary
04/10/2020,04/24/2020,04/24/2020,Golden Gate National Parks Conservancy,San Francisco,San Francisco County,215,Closure Unknown at this time
03/31/2020,03/31/2020,04/24/2020,Tratto Restaurant,San Francisco,San Francisco County,80,Layoff Temporary
04/03/2020,04/02/2020,04/24/2020,"Rumble Fitness, LLC",San Francisco,San Francisco County,40,Layoff Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #571,Stockton,San Joaquin County,77,Closure Temporary
04/03/2020,03/20/2020,04/24/2020,Doubletree Employer LLC DBA Doubletree Hotels San Francisco-Airport,Burlingame,San Mateo County,61,Layoff Temporary
04/08/2020,03/17/2020,04/24/2020,Hoem & Associates Inc.,South San Francisco,San Mateo County,98,Layoff Temporary
04/03/2020,03/20/2020,04/24/2020,Hilton Hotel Employer LLC DBA Hilton Santa Barbara Resort,Santa Barbara,Santa Barbara County,221,Layoff Temporary
04/03/2020,04/15/2020,04/24/2020,Singularity Education Group/Singularity University,Santa Clara,Santa Clara County,41,Layoff Permanent
04/02/2020,04/03/2020,04/24/2020,Carter's Retail Inc,Gilroy,Santa Clara County,32,Layoff Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #741,Gilroy,Santa Clara County,41,Closure Temporary
04/08/2020,03/19/2020,04/24/2020,BRIGHT HORIZONS CHILDRENS CENTERS,Santa Clara,Santa Clara County,53,Layoff Temporary
04/07/2020,04/10/2020,04/24/2020,G-STAR RAW,Santa Clara,Santa Clara County,7,Layoff Temporary
04/09/2020,03/19/2020,04/24/2020,BRIGHT HORIZONS CHILDRENS CENTERS,Sunnyvale,Santa Clara County,46,Layoff Temporary
04/10/2020,03/26/2020,04/24/2020,"Harrell Hospitality Group, California, Inc. dba Biltmore Hotel & Suites
Santa Clara",Santa Clara,Santa Clara County,40,Layoff Temporary
04/10/2020,03/26/2020,04/24/2020,"Harrell Hospitality Group, California, Inc. dba Biltmore Hotel and Suite
Santa Clara",Santa Clara,Santa Clara County,48,Layoff Permanent
04/10/2020,03/17/2020,04/24/2020,"Back of the House, Inc",San Jose,Santa Clara County,47,Layoff Temporary
04/10/2020,03/17/2020,04/24/2020,"Back of the House, Inc - Geary Mas LLC dba Super Duper",Santa Clara,Santa Clara County,30,Layoff Temporary
04/11/2020,03/16/2020,04/24/2020,Compagnon Incorporated,Santa Cruz,Santa Cruz County,51,Layoff Temporary
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dba Burlington #758,Vacaville,Solano County,55,Closure Temporary
04/03/2020,03/17/2020,04/24/2020,BREIT Rex TRS LLC DBA Hampton Inn & Suites Rohnert Park,Rohnert Park,Sonoma County,9,Layoff Temporary
04/10/2020,04/10/2020,04/24/2020,Central Valley Auto Transport,Strathmore,Tulare County,74,Layoff Temporary
04/02/2020,04/02/2020,04/24/2020,"Carter's Retail, Inc",Camarillo,Ventura County,45,Layoff Temporary
04/06/2020,03/24/2020,04/24/2020,"Artisan Vehicle Systems, Inc.",Camarillo,Ventura County,39,Closure Temporary
03/31/2020,03/22/2020,04/24/2020,"Addison Behavioral Resources, Inc.",Camarillo,Ventura County,100,Layoff Temporary
04/06/2020,04/10/2020,04/23/2020,Selma Hotel LLC dba: Dream Hollywood Hotel,Los Angeles,Los Angeles County,67,Closure Unknown at this time
03/19/2020,03/18/2020,04/22/2020,Prospect,Oakland,Alameda County,33,Layoff Temporary
04/09/2020,04/10/2020,04/22/2020,True World Foods San Francisco,San Leandro,Alameda County,25,Layoff Temporary
04/09/2020,04/07/2020,04/22/2020,Audi Concord,Concord,Contra Costa County,41,Layoff Temporary
04/09/2020,03/18/2020,04/22/2020,BMW & MINI Concord,Concord,Contra Costa County,88,Layoff Temporary
03/27/2020,03/29/2020,04/22/2020,Forever 21,Los Angeles,Los Angeles County,347,Layoff Temporary
04/09/2020,03/20/2020,04/22/2020,"PT Opco, LLC DBA Pink Taco",Los Angeles,Los Angeles County,62,Layoff Temporary
04/09/2020,04/09/2020,04/22/2020,Adventist Health Glendale,Glendale,Los Angeles County,1,Layoff Permanent
04/09/2020,04/09/2020,04/22/2020,"Stainless Steel Fabricators, Inc.",La Mirada,Los Angeles County,35,Layoff Temporary
04/09/2020,04/10/2020,04/22/2020,"True World Foods Los Angeles, LLC",Los Angeles,Los Angeles County,30,Layoff Temporary
04/09/2020,04/11/2020,04/22/2020,Forest Lawn Memorial-Park Association and Forest Lawn Mortuary,Glendale,Los Angeles County,87,Layoff Temporary
04/10/2020,04/12/2020,04/22/2020,"Wencor Group, LLC-Fortner Engineering & Manufacturing, Inc.",Glendale,Los Angeles County,6,Layoff Temporary
04/07/2020,04/07/2020,04/22/2020,Simmzy&rsquo;s LLC,Burbank,Los Angeles County,59,Layoff Temporary
04/09/2020,03/18/2020,04/22/2020,BMW San Rafael,San Rafael,Marin County,59,Layoff Temporary
04/09/2020,04/13/2020,04/22/2020,"Kirkhill, Inc",Brea,Orange County,671,Layoff Temporary
04/08/2020,03/19/2020,04/22/2020,Paradise Chevrolet Cadillac,Temecula,Riverside County,76,Layoff Temporary
04/08/2020,04/08/2020,04/22/2020,CarMax Ontario,Ontario,San Bernardino County,294,Layoff Temporary
03/25/2020,03/25/2020,04/22/2020,"Nan McKay & Associates, Inc.",El Cajon,San Diego County,2,Layoff Temporary
04/09/2020,04/03/2020,04/22/2020,Acushnet Company,Carlsbad,San Diego County,172,Layoff Temporary
04/07/2020,03/27/2020,04/22/2020,"SAY San Diego, Inc dba SAY San Diego",San Diego,San Diego County,124,Layoff Temporary
03/25/2020,03/25/2020,04/22/2020,"Nan McKay & Associates, Inc",San Francisco,San Francisco County,20,Layoff Temporary
04/09/2020,03/25/2020,04/22/2020,Corodata Corporation,San Jose,Santa Clara County,6,Layoff Temporary
04/09/2020,04/10/2020,04/22/2020,Watsonville Community Hospital,Watsonville,Santa Cruz County,6,Layoff Permanent
04/06/2020,03/20/2020,04/22/2020,Capitola Gayle's Inc.,Capitola,Santa Cruz County,137,Layoff Temporary
04/08/2020,04/13/2020,04/22/2020,Redwood Empire Sawmills,Cloverdale,Sonoma County,191,Layoff Temporary
04/09/2020,03/27/2020,04/22/2020,The Old Globe,San Diego,San Diego County,143,Layoff Temporary
03/31/2020,03/30/2020,04/22/2020,"Highgate Hotels, L.P., dba Stanford Court San Francisco",San Francisco,San Francisco County,125,Layoff Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington 369,Dublin,Alameda County,32,Closure Temporary
04/08/2020,04/02/2020,04/22/2020,"Mitsubishi Electric US, Inc.",Oakland,Alameda County,52,Layoff Temporary
04/09/2020,03/24/2020,04/22/2020,"Berber Food Manufacturing Inc., dba Mi Rancho",San Leandro,Alameda County,56,Layoff Temporary
04/10/2020,03/30/2020,04/22/2020,Lexus of Concord,Concord,Contra Costa County,113,Layoff Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #563,El Centro,Imperial County,102,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #544,Bakersfield,Kern County,83,Closure Temporary
04/06/2020,04/13/2020,04/22/2020,PVH Corp - The Promenade at Downey,Downey,Los Angeles County,40,Layoff Temporary
