Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #568,Palmdale,Los Angeles County,75,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #959,Los Angeles,Los Angeles County,70,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #974,Alhambra,Los Angeles County,72,Closure Temporary
04/02/2020,03/15/2020,04/22/2020,Brentwood Country Club,Los Angeles,Los Angeles County,107,Layoff Temporary
04/10/2020,04/06/2020,04/22/2020,Amada Weld Tech Inc.,Monrovia,Los Angeles County,2,Layoff Permanent
04/09/2020,04/06/2020,04/22/2020,Amada Weld Tech Inc.,Monrovia,Los Angeles County,111,Layoff Temporary
04/03/2020,03/17/2020,04/22/2020,"Embassy Suites Employer LLC DBA Embassy Suites by Hilton - Napa
Valley",Napa,Napa County,149,Layoff Temporary
03/25/2020,03/26/2020,04/22/2020,Premier Workspaces,Irvine,Orange County,1,Layoff Temporary
03/27/2020,03/30/2020,04/22/2020,"CMRE Financial Services, Inc.",Brea,Orange County,76,Layoff Permanent
04/09/2020,03/17/2020,04/22/2020,"Hotcakes, Inc.- IHOP",La Quinta,Riverside County,51,Layoff Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1007,Hemet,Riverside County,64,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #1022,Palm Springs,Riverside County,65,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #370,Sacramento,Sacramento County,66,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #410,Sacramento,Sacramento County,17,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #890,San Diego,San Diego County,57,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory in Texas Inc. dba Burlington #890,San Diego,San Diego County,57,Closure Temporary
04/06/2020,04/13/2020,04/22/2020,PVH Corp - Las America Premium Outlets,San Ysidro,San Diego County,172,Layoff Temporary
04/09/2020,04/10/2020,04/22/2020,Hard Rock Hotel San Diego,San Diego,San Diego County,457,Layoff Temporary
04/09/2020,03/16/2020,04/22/2020,"Hotcakes, Inc.-IHOP",Chula Vista,San Diego County,47,Layoff Temporary
04/09/2020,03/16/2020,04/22/2020,"Hotcakes, Inc.-IHOP",National City,San Diego County,51,Layoff Temporary
04/06/2020,04/13/2020,04/22/2020,PVH Corp - Pismo Beach Premium Outlets,Pismo Beach,San Luis Obispo County,51,Layoff Temporary
04/06/2020,04/13/2020,04/22/2020,PVH Corp - Gilroy Premium Outlets,Gilroy,Santa Clara County,97,Layoff Temporary
04/09/2020,03/20/2020,04/22/2020,EMBASSY SUITES HOTEL LOS ANGELES/COVINA,Milpitas,Santa Clara County,78,Layoff Temporary
04/09/2020,03/19/2020,04/22/2020,Klinger Moving Company,San Jose,Santa Clara County,9,Layoff Temporary
04/10/2020,04/06/2020,04/22/2020,Pacific Hotel Management-Residience Inn by Mariott,Milpitas,Santa Clara County,18,Layoff Temporary
04/10/2020,04/08/2020,04/22/2020,Pacific Hotel Management,Palo Alto,Santa Clara County,112,Layoff Temporary
03/24/2020,03/16/2020,04/22/2020,Dave & Buster's,Milpitas,Santa Clara County,195,Layoff Temporary
04/06/2020,04/13/2020,04/22/2020,PVH Corp - Vacaville Premium Outlets,Vacaville,Solano County,48,Layoff Temporary
04/06/2020,04/13/2020,04/22/2020,PVH Corp - Petaluma Village Premium Outlets,Petaluma,Sonoma County,25,Layoff Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #387,Modesto,Stanislaus County,21,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #390,Modesto,Stanislaus County,79,Closure Temporary
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dba Burlington #873,Visalia,Tulare County,64,Closure Temporary
04/06/2020,04/13/2020,04/22/2020,PVH Corp - Tulare Outlet Center,Tulare,Tulare County,49,Layoff Temporary
04/03/2020,03/20/2020,04/22/2020,"Embassy Suites Employer LLC DBA Embassy Suites by Hilton -
Mandalay Beach - Hotel & Resort",Oxnard,Ventura County,118,Layoff Temporary
04/06/2020,04/13/2020,04/22/2020,PVH Corp - Camarillo Premium Outlets,Camarillo,Ventura County,136,Layoff Temporary
03/27/2020,03/25/2020,04/21/2020,Total Health Dental Care,Oakland,Alameda County,63,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Fremont,Fremont,Alameda County,151,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Pleasanton,Pleasanton,Alameda County,168,Layoff Temporary
03/31/2020,03/26/2020,04/21/2020,Wyndham Vacation Ownership-Angel's Camp,Angels Camp,Calaveras County,38,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Pleasant Hill,Pleasant Hill,Contra Costa County,34,Layoff Temporary
04/07/2020,03/18/2020,04/21/2020,"Milano Restaurants International-Me-N- Ed&rsquo;s Pizzerias Inc dba Me-
N-
Ed&rsquo;s Pizzerias",Shaver Lake,Fresno County,1,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Fresno,Fresno,Fresno County,208,Layoff Temporary
04/06/2020,03/17/2020,04/21/2020,"Lazy Dog Restaurant, LLC",Fresno,Fresno County,116,Layoff Temporary
04/09/2020,04/02/2020,04/21/2020,"Morphe,LLC",Fresno,Fresno County,15,Layoff Temporary
03/23/2020,03/17/2020,04/21/2020,"Milano Restaurants International-Sienacorp dba Me-N-Ed&rsquo;s Coney
Island",Tupman,Kern County,1,Layoff Temporary
04/08/2020,04/06/2020,04/21/2020,"Golden State Drilling, Inc",Bakersfield,Kern County,130,Layoff Unknown at this time
03/26/2020,03/29/2020,04/21/2020,"Suit Supply (USA), Inc",Los Angeles,Los Angeles County,29,Layoff Temporary
03/24/2020,03/20/2020,04/21/2020,Rock-Ola Manufacturing Company LLC,Torrance,Los Angeles County,23,Closure Temporary
03/25/2020,03/16/2020,04/21/2020,Benihana Downey Corp.,Downey,Los Angeles County,97,Closure Temporary
03/25/2020,03/16/2020,04/21/2020,Benihana Marina Corp.,Santa Monica,Los Angeles County,65,Closure Temporary
03/25/2020,03/16/2020,04/21/2020,Benihana Santa Anita Corp.,Arcadia,Los Angeles County,60,Closure Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax San Gabriel Valley/Duarte,Duarte,Los Angeles County,217,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Palmdale,Palmdale,Los Angeles County,207,Layoff Temporary
04/08/2020,04/09/2020,04/21/2020,Hotel Marina del Rey,Marina Del Rey,Los Angeles County,68,Layoff Temporary
04/09/2020,04/11/2020,04/21/2020,Forest Lawn Memorial-Park Association and Mortuary,Glendale,Los Angeles County,87,Layoff Temporary
04/06/2020,04/17/2020,04/21/2020,"Simply Fresh Food, Inc.",Los Angeles,Los Angeles County,168,Layoff Permanent
04/07/2020,04/07/2020,04/21/2020,Genius Management LLC - Melrose Genius Store,Los Angeles,Los Angeles County,54,Layoff Permanent
04/07/2020,04/07/2020,04/21/2020,Genius Management LLC,Culver City,Los Angeles County,87,Layoff Permanent
04/08/2020,04/01/2020,04/21/2020,Hillcrest Country Club,Los Angeles,Los Angeles County,145,Layoff Temporary
04/08/2020,03/31/2020,04/21/2020,"Second Sight Medical Products, Inc.",Sylmar,Los Angeles County,101,Closure Permanent
04/08/2020,04/08/2020,04/21/2020,CarMax Canoga Park,Canoga Park,Los Angeles County,22,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax LAX,Inglewood,Los Angeles County,121,Layoff Temporary
04/08/2020,03/16/2020,04/21/2020,"KPWR Radio, LLC",Burbank,Los Angeles County,73,Layoff Temporary
04/01/2020,04/06/2020,04/21/2020,Laguna Clay Company,La Puente,Los Angeles County,80,Layoff Permanent
03/31/2020,04/02/2020,04/21/2020,"True Religion Apparel, Inc. -Guru Denim, LLC",Manhattan Beach,Los Angeles County,112,Layoff Temporary
04/08/2020,03/17/2020,04/21/2020,Peacock Gap,San Rafael,Marin County,72,Layoff Temporary
04/06/2020,03/23/2020,04/21/2020,"Caliber Motors Inc., dba Mercedes-Benz of Anaheim",Anaheim,Orange County,73,Layoff Unknown at this time
04/08/2020,04/08/2020,04/21/2020,CarMax Irvine,Irvine,Orange County,201,Layoff Temporary
04/07/2020,04/03/2020,04/21/2020,"EFE Ruby's Diner, LLC",Laguna Beach,Orange County,16,Layoff Temporary
04/07/2020,04/03/2020,04/21/2020,"EFE Ruby's Diner, LLC",San Clemente,Orange County,58,Layoff Temporary
04/06/2020,04/21/2020,04/21/2020,"Inkwright, LLC",Huntington Beach,Orange County,34,Layoff Temporary
03/26/2020,03/29/2020,04/21/2020,"Suit Supply Newport Beach, Inc",Newport Beach,Orange County,12,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Sacramento/Roseville,Roseville,Placer County,210,Layoff Temporary
04/02/2020,04/07/2020,04/21/2020,HARL Retail LLC,Cabazon,Riverside County,11,Layoff Temporary
04/08/2020,04/04/2020,04/21/2020,"K & N Engineering, Inc.",Riverside,Riverside County,272,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Murrieta,Murrieta,Riverside County,419,Layoff Temporary
04/08/2020,03/16/2020,04/21/2020,Organic Roots Inc.,Temecula,Riverside County,83,Layoff Temporary
04/07/2020,04/02/2020,04/21/2020,Hotel Zoso Palm Springs,Palm Springs,Riverside County,62,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Palm Desert,Palm Desert,Riverside County,28,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Riverside,Riverside,Riverside County,93,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Sacramento South,Sacramento,Sacramento County,229,Layoff Temporary
04/03/2020,03/23/2020,04/21/2020,Iron Mechanical,Sacramento,Sacramento County,88,Layoff Permanent
03/23/2020,03/17/2020,04/21/2020,"Milano Restaurants International-Blast 825 Pizza, Inc. dba Blast & Brew
Elk Grove",Elk Grove,Sacramento County,1,Layoff Temporary
04/02/2020,03/18/2020,04/21/2020,"University Enterprises Corporation - University Center for Developmental
Disabilities",San Bernardino,San Bernardino County,45,Layoff Temporary
04/07/2020,04/07/2020,04/21/2020,Genius Management LLC - Heli Ventures LLC,Adelanto,San Bernardino County,33,Layoff Permanent
03/25/2020,03/18/2020,04/21/2020,Ra Sushi Chino Hills Corp,Chino Hills,San Bernardino County,53,Layoff Unknown at this time
03/26/2020,03/29/2020,04/21/2020,"Suit Supply San Diego, Inc.",San Diego,San Diego County,10,Layoff Temporary
03/25/2020,03/17/2020,04/21/2020,Benihana Carlsbad Corp.,Carlsbad,San Diego County,62,Closure Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Kearny Mesa,San Diego,San Diego County,143,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Escondido,Escondido,San Diego County,69,Layoff Temporary
04/08/2020,03/20/2020,04/21/2020,Nobu San Diego LLC,San Diego,San Diego County,74,Closure Temporary
04/08/2020,04/06/2020,04/21/2020,"Tacos El Gordo de Tijuana, BC",Chula Vista,San Diego County,100,Layoff Temporary
04/06/2020,03/17/2020,04/21/2020,HLT Conrad Domestic Employer LLC dba Hilton San Diego Bayfront,San Diego,San Diego County,830,Layoff Temporary
03/30/2020,03/30/2020,04/21/2020,"Grand Pacific Resorts, Inc. - Grand Pacific MarBrisa Resort",Carlsbad,San Diego County,125,Layoff Temporary
04/01/2020,03/27/2020,04/21/2020,Crestline Hotels & Resorts LLC San Diego,San Diego,San Diego County,46,Layoff Temporary
04/07/2020,04/06/2020,04/21/2020,Super Home Inc.,San Francisco,San Francisco County,13,Layoff Permanent
04/08/2020,04/02/2020,04/21/2020,ClassPass Inc.,San Francisco,San Francisco County,35,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,"Lever, Inc.",San Francisco,San Francisco County,10,Layoff Temporary
03/26/2020,03/29/2020,04/21/2020,"Suit Supply San Francisco, Inc.",San Francisco,San Francisco County,25,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Serramonte,Daly City,San Mateo County,67,Layoff Temporary
03/26/2020,03/29/2020,04/21/2020,"Suit Supply (USA), Inc.",San Jose,Santa Clara County,14,Layoff Temporary
04/07/2020,06/05/2020,04/21/2020,The Harker School,San Jose,Santa Clara County,26,Layoff Permanent
04/08/2020,03/17/2020,04/21/2020,VillaSport Athletic Club and Spa,San Jose,Santa Clara County,245,Layoff Temporary
04/08/2020,03/17/2020,04/21/2020,Syufy Enterprises dba Capitol 6 Drive-in and Public Market,San Jose,Santa Clara County,69,Layoff Temporary
04/09/2020,03/16/2020,04/21/2020,"Mexican Street Food, LLC. dba Puesto Mexican Artisan Kitchen & Bar",Santa Clara,Santa Clara County,99,Closure Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax San Jose Capitol Expressway,San Jose,Santa Clara County,77,Layoff Temporary
04/09/2020,04/02/2020,04/21/2020,"Morphe, LLC",Santa Clara,Santa Clara County,15,Layoff Temporary
04/06/2020,03/17/2020,04/21/2020,LARRY HOPKINS HONDA,Fairfield,Solano County,30,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Fairfield,Fairfield,Solano County,67,Layoff Temporary
04/03/2020,04/13/2020,04/21/2020,"L'Auberge de Sonoma Resort Managment, LLC dba MacArthur Place
Hotel",Sonoma,Sonoma County,180,Closure Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Santa Rosa,Santa Rosa,Sonoma County,70,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Modesto,Modesto,Stanislaus County,200,Layoff Temporary
03/17/2020,03/17/2020,04/21/2020,"Lazy Dog Restaurants, LLC",Oxnard,Ventura County,231,Layoff Temporary
04/09/2020,04/06/2020,04/21/2020,"Implant Direct Manufacturing, LLC.",Thousand Oaks,Ventura County,83,Layoff Temporary
04/03/2020,03/16/2020,04/21/2020,"Creative Ceilings, Inc.",Concord,Contra Costa County,135,Layoff Temporary
04/03/2020,04/03/2020,04/21/2020,"San Diego Theatres, Inc.",San Diego,San Diego County,176,Closure Temporary
04/01/2020,03/27/2020,04/21/2020,Air Canada,San Francisco,San Francisco County,63,Layoff Temporary
04/01/2020,03/27/2020,04/21/2020,Air Canada Cargo,San Francisco,San Francisco County,2,Layoff Temporary
04/08/2020,03/14/2020,04/21/2020,"Avis Budget Car Rental, LLC",San Francisco,San Francisco County,344,Layoff Temporary
04/06/2020,04/13/2020,04/21/2020,PVH Corp - San Francisco Premium Outlets,Livermore,Alameda County,111,Layoff Temporary
04/08/2020,03/17/2020,04/21/2020,Denica's,Dublin,Alameda County,16,Layoff Permanent
04/08/2020,03/25/2020,04/21/2020,Denica's,Dublin,Alameda County,64,Layoff Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #183,Union City,Alameda County,78,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #775,Newark,Alameda County,43,Closure Temporary
04/09/2020,03/15/2020,04/21/2020,Es Verdad LLC (dba Comal Restaurant),Berkeley,Alameda County,107,Layoff Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #769,Pinole,Contra Costa County,50,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #294,Pleasant Hill,Contra Costa County,63,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #179,Pittsburg,Contra Costa County,65,Closure Temporary
04/08/2020,03/17/2020,04/21/2020,Denica's Real Food Kitchen,Walnut Creek,Contra Costa County,18,Layoff Permanent
04/08/2020,03/16/2020,04/21/2020,"Benihana International Inc, dba Benihana Concord",Concord,Contra Costa County,97,Layoff Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #299,Fresno,Fresno County,50,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #858,Fresno,Fresno County,59,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #863,Clovis,Fresno County,55,Closure Temporary
04/06/2020,04/13/2020,04/21/2020,PVH Corp - Outlets at Tejon,Arvin,Kern County,40,Layoff Temporary
04/06/2020,04/13/2020,04/21/2020,PVH Corp - Citadel Outlets,Los Angeles,Los Angeles County,248,Layoff Temporary
04/06/2020,04/13/2020,04/21/2020,PVH Corp - PVH Neckware Inc,Los Angeles,Los Angeles County,27,Layoff Temporary
04/08/2020,03/16/2020,04/21/2020,"Benihana International Inc, dba Benihana Torrance",Torrance,Los Angeles County,100,Layoff Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington # 285,West Covina,Los Angeles County,73,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #780,Burbank,Los Angeles County,107,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #298,Cerritos,Los Angeles County,78,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #316,Whittier,Los Angeles County,48,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #195,Arcadia,Los Angeles County,66,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #200,Torrance,Los Angeles County,49,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #225,Rowland Heights,Los Angeles County,47,Closure Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #264,West Hills,Los Angeles County,71,Closure Temporary
03/27/2020,03/27/2020,04/21/2020,Groundwork Coffee LLC,North Hollywood,Los Angeles County,20,Layoff Permanent
03/27/2020,03/27/2020,04/21/2020,Groundwork Coffee LLC,Venice,Los Angeles County,37,Layoff Permanent
04/02/2020,03/20/2020,04/21/2020,JuL Head,Alhambra,Los Angeles County,4,Layoff Temporary
04/01/2020,03/15/2020,04/21/2020,Blackstone Gaming - Hustler Casino,Gardena,Los Angeles County,143,Closure Temporary
04/09/2020,03/20/2020,04/21/2020,Bright Horizons Child Care Center-Comcast NBC Universal,Universal City,Los Angeles County,88,Layoff Temporary
04/08/2020,04/08/2020,04/21/2020,CarMax Torrance,Torrance,Los Angeles County,82,Layoff Temporary
04/09/2020,04/01/2020,04/21/2020,Veritiv Operating Company,Downey,Los Angeles County,50,Layoff Temporary
04/01/2020,04/01/2020,04/21/2020,Uretsky Security,Del Rey Oaks,Monterey County,121,Layoff Permanent
04/06/2020,04/13/2020,04/21/2020,PVH Corp - American Tin Cannery,Pacific Grove,Monterey County,14,Layoff Temporary
04/06/2020,04/13/2020,04/21/2020,PVH Corp - Napa Premium Outlets,Napa,Napa County,32,Layoff Temporary
03/24/2020,03/31/2020,04/21/2020,"U Gym LLC, dba UFC GYM Club",Costa Mesa,Orange County,46,Layoff Temporary
04/09/2020,04/09/2020,04/21/2020,IHOP,Anaheim,Orange County,83,Layoff Temporary
04/09/2020,03/26/2020,04/21/2020,Employer's Leasing Co.,Fullerton,Orange County,59,Layoff Permanent
04/06/2020,04/13/2020,04/21/2020,PVH Corp - The Block at Orange,Orange,Orange County,60,Layoff Temporary
04/06/2020,04/13/2020,04/21/2020,PVH Corp - Outlets at San Clemente,San Clemente,Orange County,46,Layoff Temporary
04/08/2020,03/17/2020,04/21/2020,"Benihana International Inc, dba Benihana Anaheim",Anaheim,Orange County,107,Layoff Temporary
04/08/2020,03/17/2020,04/21/2020,"Benihana International Inc, dba Benihana Newport Beach",Newport Beach,Orange County,84,Layoff Temporary
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dba Burlington #175,Huntington Beach,Orange County,47,Closure Temporary
